#pages	 proc	         sum
3068	 0.000311	 1046188
3069	 0.000311	 1046529
3070	 0.000311	 1046870
3071	 0.000312	 1047211
3072	 0.000311	 1047552
3073	 0.000312	 1047893
3074	 0.000312	 1048234
3075	 0.000312	 1048575
3076	 0.000311	 1045840
3077	 0.000312	 1046180
3078	 0.000311	 1046520
3079	 0.000313	 1046860
3080	 0.000312	 1047200
3081	 0.000311	 1047540
3082	 0.000312	 1047880
3083	 0.000312	 1048220
3084	 0.000312	 1048560
3085	 0.000323	 1045815
3086	 0.000311	 1046154
3087	 0.000311	 1046493
3088	 0.000312	 1046832
3089	 0.000311	 1047171
3090	 0.000312	 1047510
3091	 0.000311	 1047849
3092	 0.000315	 1048188
3093	 0.000312	 1048527
3094	 0.000311	 1045772
3095	 0.000311	 1046110
3096	 0.000311	 1046448
3097	 0.000311	 1046786
3098	 0.000312	 1047124
3099	 0.000311	 1047462
3100	 0.000312	 1047800
3101	 0.000312	 1048138
3102	 0.000312	 1048476
3103	 0.000311	 1045711
3104	 0.000311	 1046048
3105	 0.000313	 1046385
3106	 0.000311	 1046722
3107	 0.000312	 1047059
3108	 0.000311	 1047396
3109	 0.000312	 1047733
3110	 0.000311	 1048070
3111	 0.000312	 1048407
3112	 0.000311	 1045632
3113	 0.000311	 1045968
3114	 0.000311	 1046304
3115	 0.000312	 1046640
3116	 0.000312	 1046976
3117	 0.000313	 1047312
3118	 0.000312	 1047648
3119	 0.000312	 1047984
3120	 0.000312	 1048320
3121	 0.000310	 1045535
3122	 0.000311	 1045870
3123	 0.000311	 1046205
3124	 0.000311	 1046540
3125	 0.000311	 1046875
3126	 0.000312	 1047210
3127	 0.000311	 1047545
3128	 0.000312	 1047880
3129	 0.000312	 1048215
3130	 0.000315	 1048550
3131	 0.000311	 1045754
3132	 0.000311	 1046088
3133	 0.000312	 1046422
3134	 0.000311	 1046756
3135	 0.000311	 1047090
3136	 0.000312	 1047424
3137	 0.000311	 1047758
3138	 0.000312	 1048092
3139	 0.000311	 1048426
3140	 0.000324	 1045620
3141	 0.000311	 1045953
3142	 0.000311	 1046286
3143	 0.000314	 1046619
3144	 0.000311	 1046952
3145	 0.000312	 1047285
3146	 0.000311	 1047618
3147	 0.000312	 1047951
3148	 0.000311	 1048284
3149	 0.000311	 1045468
3150	 0.000311	 1045800
3151	 0.000311	 1046132
3152	 0.000312	 1046464
3153	 0.000312	 1046796
3154	 0.000311	 1047128
3155	 0.000312	 1047460
3156	 0.000313	 1047792
3157	 0.000311	 1048124
3158	 0.000312	 1048456
3159	 0.000311	 1045629
3160	 0.000311	 1045960
3161	 0.000311	 1046291
3162	 0.000311	 1046622
3163	 0.000311	 1046953
3164	 0.000312	 1047284
3165	 0.000312	 1047615
3166	 0.000312	 1047946
3167	 0.000312	 1048277
3168	 0.000311	 1045440
3169	 0.000325	 1045770
3170	 0.000311	 1046100
3171	 0.000311	 1046430
3172	 0.000312	 1046760
3173	 0.000311	 1047090
3174	 0.000311	 1047420
3175	 0.000312	 1047750
3176	 0.000311	 1048080
3177	 0.000312	 1048410
3178	 0.000311	 1045562
3179	 0.000311	 1045891
3180	 0.000311	 1046220
3181	 0.000314	 1046549
3182	 0.000311	 1046878
3183	 0.000312	 1047207
3184	 0.000311	 1047536
3185	 0.000312	 1047865
3186	 0.000311	 1048194
3187	 0.000312	 1048523
3188	 0.000311	 1045664
3189	 0.000311	 1045992
3190	 0.000312	 1046320
3191	 0.000323	 1046648
3192	 0.000312	 1046976
3193	 0.000311	 1047304
3194	 0.000314	 1047632
3195	 0.000311	 1047960
3196	 0.000312	 1048288
3197	 0.000311	 1045419
3198	 0.000311	 1045746
3199	 0.000311	 1046073
3200	 0.000311	 1046400
3201	 0.000311	 1046727
3202	 0.000311	 1047054
3203	 0.000312	 1047381
3204	 0.000311	 1047708
3205	 0.000312	 1048035
3206	 0.000311	 1048362
3207	 0.000313	 1045482
3208	 0.000311	 1045808
3209	 0.000312	 1046134
3210	 0.000311	 1046460
3211	 0.000311	 1046786
3212	 0.000311	 1047112
3213	 0.000312	 1047438
3214	 0.000311	 1047764
3215	 0.000312	 1048090
3216	 0.000311	 1048416
3217	 0.000311	 1045525
3218	 0.000311	 1045850
3219	 0.000311	 1046175
3220	 0.000313	 1046500
3221	 0.000311	 1046825
3222	 0.000311	 1047150
3223	 0.000312	 1047475
3224	 0.000311	 1047800
3225	 0.000312	 1048125
3226	 0.000312	 1048450
3227	 0.000311	 1045548
3228	 0.000310	 1045872
3229	 0.000311	 1046196
3230	 0.000312	 1046520
3231	 0.000311	 1046844
3232	 0.000313	 1047168
3233	 0.000312	 1047492
3234	 0.000312	 1047816
3235	 0.000312	 1048140
3236	 0.000311	 1048464
3237	 0.000311	 1045551
3238	 0.000311	 1045874
3239	 0.000311	 1046197
3240	 0.000312	 1046520
3241	 0.000312	 1046843
3242	 0.000311	 1047166
3243	 0.000311	 1047489
3244	 0.000312	 1047812
3245	 0.000314	 1048135
3246	 0.000323	 1048458
3247	 0.000311	 1045534
3248	 0.000311	 1045856
3249	 0.000311	 1046178
3250	 0.000311	 1046500
3251	 0.000311	 1046822
3252	 0.000311	 1047144
3253	 0.000312	 1047466
3254	 0.000311	 1047788
3255	 0.000312	 1048110
3256	 0.000312	 1048432
3257	 0.000311	 1045497
3258	 0.000314	 1045818
3259	 0.000311	 1046139
3260	 0.000311	 1046460
3261	 0.000311	 1046781
3262	 0.000312	 1047102
3263	 0.000311	 1047423
3264	 0.000312	 1047744
3265	 0.000311	 1048065
3266	 0.000312	 1048386
3267	 0.000311	 1045440
3268	 0.000311	 1045760
3269	 0.000311	 1046080
3270	 0.000312	 1046400
3271	 0.000314	 1046720
3272	 0.000311	 1047040
3273	 0.000312	 1047360
3274	 0.000311	 1047680
3275	 0.000312	 1048000
3276	 0.000311	 1048320
3277	 0.000311	 1045363
3278	 0.000310	 1045682
3279	 0.000311	 1046001
3280	 0.000311	 1046320
3281	 0.000311	 1046639
3282	 0.000312	 1046958
3283	 0.000311	 1047277
3284	 0.000313	 1047596
3285	 0.000312	 1047915
3286	 0.000311	 1048234
3287	 0.000312	 1048553
3288	 0.000311	 1045584
3289	 0.000311	 1045902
3290	 0.000311	 1046220
3291	 0.000311	 1046538
3292	 0.000311	 1046856
3293	 0.000312	 1047174
3294	 0.000311	 1047492
3295	 0.000312	 1047810
3296	 0.000314	 1048128
3297	 0.000311	 1048446
3298	 0.000311	 1045466
3299	 0.000311	 1045783
3300	 0.000311	 1046100
3301	 0.000337	 1046417
3302	 0.000329	 1046734
3303	 0.000311	 1047051
3304	 0.000311	 1047368
3305	 0.000311	 1047685
3306	 0.000312	 1048002
3307	 0.000311	 1048319
3308	 0.000311	 1045328
3309	 0.000315	 1045644
3310	 0.000311	 1045960
3311	 0.000311	 1046276
3312	 0.000311	 1046592
3313	 0.000311	 1046908
3314	 0.000311	 1047224
3315	 0.000311	 1047540
3316	 0.000312	 1047856
3317	 0.000311	 1048172
3318	 0.000312	 1048488
3319	 0.000311	 1045485
3320	 0.000311	 1045800
3321	 0.000311	 1046115
3322	 0.000314	 1046430
3323	 0.000311	 1046745
3324	 0.000311	 1047060
3325	 0.000311	 1047375
3326	 0.000312	 1047690
3327	 0.000312	 1048005
3328	 0.000312	 1048320
3329	 0.000311	 1045306
3330	 0.000311	 1045620
3331	 0.000311	 1045934
3332	 0.000311	 1046248
3333	 0.000311	 1046562
3334	 0.000311	 1046876
3335	 0.000313	 1047190
3336	 0.000312	 1047504
3337	 0.000311	 1047818
3338	 0.000311	 1048132
3339	 0.000312	 1048446
3340	 0.000311	 1045420
3341	 0.000311	 1045733
3342	 0.000311	 1046046
3343	 0.000311	 1046359
3344	 0.000311	 1046672
3345	 0.000312	 1046985
3346	 0.000312	 1047298
3347	 0.000313	 1047611
3348	 0.000311	 1047924
3349	 0.000312	 1048237
3350	 0.000312	 1048550
3351	 0.000310	 1045512
3352	 0.000323	 1045824
3353	 0.000311	 1046136
3354	 0.000311	 1046448
3355	 0.000312	 1046760
3356	 0.000311	 1047072
3357	 0.000311	 1047384
3358	 0.000311	 1047696
3359	 0.000312	 1048008
3360	 0.000314	 1048320
3361	 0.000310	 1045271
3362	 0.000311	 1045582
3363	 0.000311	 1045893
3364	 0.000311	 1046204
3365	 0.000311	 1046515
3366	 0.000311	 1046826
3367	 0.000311	 1047137
3368	 0.000312	 1047448
3369	 0.000311	 1047759
3370	 0.000311	 1048070
3371	 0.000312	 1048381
3372	 0.000311	 1045320
3373	 0.000312	 1045630
3374	 0.000311	 1045940
3375	 0.000311	 1046250
3376	 0.000311	 1046560
3377	 0.000311	 1046870
3378	 0.000311	 1047180
3379	 0.000312	 1047490
3380	 0.000311	 1047800
3381	 0.000312	 1048110
3382	 0.000312	 1048420
3383	 0.000311	 1045347
3384	 0.000310	 1045656
3385	 0.000311	 1045965
3386	 0.000313	 1046274
3387	 0.000311	 1046583
3388	 0.000311	 1046892
3389	 0.000312	 1047201
3390	 0.000311	 1047510
3391	 0.000311	 1047819
3392	 0.000312	 1048128
3393	 0.000311	 1048437
3394	 0.000311	 1045352
3395	 0.000311	 1045660
3396	 0.000311	 1045968
3397	 0.000311	 1046276
3398	 0.000311	 1046584
3399	 0.000314	 1046892
3400	 0.000311	 1047200
3401	 0.000311	 1047508
3402	 0.000312	 1047816
3403	 0.000312	 1048124
3404	 0.000311	 1048432
3405	 0.000311	 1045335
3406	 0.000311	 1045642
3407	 0.000322	 1045949
3408	 0.000311	 1046256
3409	 0.000311	 1046563
3410	 0.000311	 1046870
3411	 0.000313	 1047177
3412	 0.000311	 1047484
3413	 0.000312	 1047791
3414	 0.000311	 1048098
3415	 0.000312	 1048405
3416	 0.000310	 1045296
3417	 0.000311	 1045602
3418	 0.000311	 1045908
3419	 0.000311	 1046214
3420	 0.000311	 1046520
3421	 0.000311	 1046826
3422	 0.000311	 1047132
3423	 0.000311	 1047438
3424	 0.000314	 1047744
3425	 0.000311	 1048050
3426	 0.000311	 1048356
3427	 0.000311	 1045235
3428	 0.000311	 1045540
3429	 0.000311	 1045845
3430	 0.000311	 1046150
3431	 0.000311	 1046455
3432	 0.000311	 1046760
3433	 0.000312	 1047065
3434	 0.000311	 1047370
3435	 0.000311	 1047675
3436	 0.000312	 1047980
3437	 0.000314	 1048285
3438	 0.000310	 1045152
3439	 0.000311	 1045456
3440	 0.000311	 1045760
3441	 0.000310	 1046064
3442	 0.000311	 1046368
3443	 0.000311	 1046672
3444	 0.000311	 1046976
3445	 0.000312	 1047280
3446	 0.000311	 1047584
3447	 0.000311	 1047888
3448	 0.000312	 1048192
3449	 0.000311	 1048496
3450	 0.000323	 1045350
3451	 0.000311	 1045653
3452	 0.000311	 1045956
3453	 0.000310	 1046259
3454	 0.000311	 1046562
3455	 0.000312	 1046865
3456	 0.000312	 1047168
3457	 0.000311	 1047471
3458	 0.000323	 1047774
3459	 0.000311	 1048077
3460	 0.000312	 1048380
3461	 0.000311	 1045222
3462	 0.000311	 1045524
3463	 0.000314	 1045826
3464	 0.000311	 1046128
3465	 0.000311	 1046430
3466	 0.000311	 1046732
3467	 0.000311	 1047034
3468	 0.000311	 1047336
3469	 0.000312	 1047638
3470	 0.000311	 1047940
3471	 0.000312	 1048242
3472	 0.000311	 1048544
3473	 0.000311	 1045373
3474	 0.000311	 1045674
3475	 0.000313	 1045975
3476	 0.000311	 1046276
3477	 0.000311	 1046577
3478	 0.000312	 1046878
3479	 0.000311	 1047179
3480	 0.000311	 1047480
3481	 0.000311	 1047781
3482	 0.000312	 1048082
3483	 0.000312	 1048383
3484	 0.000311	 1045200
3485	 0.000311	 1045500
3486	 0.000311	 1045800
3487	 0.000311	 1046100
3488	 0.000313	 1046400
3489	 0.000311	 1046700
3490	 0.000311	 1047000
3491	 0.000311	 1047300
3492	 0.000311	 1047600
3493	 0.000312	 1047900
3494	 0.000311	 1048200
3495	 0.000312	 1048500
3496	 0.000311	 1045304
3497	 0.000311	 1045603
3498	 0.000311	 1045902
3499	 0.000311	 1046201
3500	 0.000311	 1046500
3501	 0.000313	 1046799
3502	 0.000311	 1047098
3503	 0.000311	 1047397
3504	 0.000311	 1047696
3505	 0.000312	 1047995
3506	 0.000311	 1048294
3507	 0.000311	 1045086
3508	 0.000310	 1045384
3509	 0.000311	 1045682
3510	 0.000311	 1045980
3511	 0.000311	 1046278
3512	 0.000310	 1046576
3513	 0.000323	 1046874
3514	 0.000314	 1047172
3515	 0.000311	 1047470
3516	 0.000312	 1047768
3517	 0.000311	 1048066
3518	 0.000312	 1048364
3519	 0.000310	 1045143
3520	 0.000311	 1045440
3521	 0.000311	 1045737
3522	 0.000310	 1046034
3523	 0.000311	 1046331
3524	 0.000311	 1046628
3525	 0.000311	 1046925
3526	 0.000312	 1047222
3527	 0.000314	 1047519
3528	 0.000311	 1047816
3529	 0.000312	 1048113
3530	 0.000311	 1048410
3531	 0.000311	 1045176
3532	 0.000310	 1045472
3533	 0.000311	 1045768
3534	 0.000311	 1046064
3535	 0.000311	 1046360
3536	 0.000311	 1046656
3537	 0.000311	 1046952
3538	 0.000311	 1047248
3539	 0.000313	 1047544
3540	 0.000312	 1047840
3541	 0.000311	 1048136
3542	 0.000312	 1048432
3543	 0.000311	 1045185
3544	 0.000311	 1045480
3545	 0.000311	 1045775
3546	 0.000311	 1046070
3547	 0.000310	 1046365
3548	 0.000311	 1046660
3549	 0.000311	 1046955
3550	 0.000312	 1047250
3551	 0.000311	 1047545
3552	 0.000314	 1047840
3553	 0.000311	 1048135
3554	 0.000312	 1048430
3555	 0.000310	 1045170
3556	 0.000311	 1045464
3557	 0.000311	 1045758
3558	 0.000310	 1046052
3559	 0.000311	 1046346
3560	 0.000311	 1046640
3561	 0.000311	 1046934
3562	 0.000311	 1047228
3563	 0.000311	 1047522
3564	 0.000311	 1047816
3565	 0.000325	 1048110
3566	 0.000311	 1048404
3567	 0.000311	 1045131
3568	 0.000310	 1045424
3569	 0.000311	 1045717
3570	 0.000311	 1046010
3571	 0.000310	 1046303
3572	 0.000311	 1046596
3573	 0.000311	 1046889
3574	 0.000311	 1047182
3575	 0.000312	 1047475
3576	 0.000312	 1047768
3577	 0.000311	 1048061
3578	 0.000323	 1048354
3579	 0.000311	 1045068
3580	 0.000311	 1045360
3581	 0.000311	 1045652
3582	 0.000311	 1045944
3583	 0.000311	 1046236
3584	 0.000311	 1046528
3585	 0.000311	 1046820
3586	 0.000311	 1047112
3587	 0.000311	 1047404
3588	 0.000312	 1047696
3589	 0.000312	 1047988
3590	 0.000312	 1048280
3591	 0.000314	 1048572
3592	 0.000310	 1045272
3593	 0.000311	 1045563
3594	 0.000311	 1045854
3595	 0.000310	 1046145
3596	 0.000311	 1046436
3597	 0.000311	 1046727
3598	 0.000311	 1047018
3599	 0.000311	 1047309
3600	 0.000311	 1047600
3601	 0.000312	 1047891
3602	 0.000311	 1048182
3603	 0.000314	 1048473
3604	 0.000310	 1045160
3605	 0.000311	 1045450
3606	 0.000311	 1045740
3607	 0.000311	 1046030
3608	 0.000311	 1046320
3609	 0.000311	 1046610
3610	 0.000311	 1046900
3611	 0.000311	 1047190
3612	 0.000311	 1047480
3613	 0.000312	 1047770
3614	 0.000311	 1048060
3615	 0.000311	 1048350
3616	 0.000313	 1045024
3617	 0.000311	 1045313
3618	 0.000310	 1045602
3619	 0.000323	 1045891
3620	 0.000311	 1046180
3621	 0.000311	 1046469
3622	 0.000311	 1046758
3623	 0.000311	 1047047
3624	 0.000311	 1047336
3625	 0.000311	 1047625
3626	 0.000311	 1047914
3627	 0.000312	 1048203
3628	 0.000312	 1048492
3629	 0.000312	 1045152
3630	 0.000311	 1045440
3631	 0.000311	 1045728
3632	 0.000311	 1046016
3633	 0.000311	 1046304
3634	 0.000311	 1046592
3635	 0.000311	 1046880
3636	 0.000311	 1047168
3637	 0.000312	 1047456
3638	 0.000312	 1047744
3639	 0.000311	 1048032
3640	 0.000311	 1048320
3641	 0.000311	 1044967
3642	 0.000313	 1045254
3643	 0.000310	 1045541
3644	 0.000311	 1045828
3645	 0.000311	 1046115
3646	 0.000311	 1046402
3647	 0.000311	 1046689
3648	 0.000311	 1046976
3649	 0.000312	 1047263
3650	 0.000312	 1047550
3651	 0.000311	 1047837
3652	 0.000311	 1048124
3653	 0.000312	 1048411
3654	 0.000311	 1045044
3655	 0.000312	 1045330
3656	 0.000311	 1045616
3657	 0.000311	 1045902
3658	 0.000310	 1046188
3659	 0.000311	 1046474
3660	 0.000311	 1046760
3661	 0.000311	 1047046
3662	 0.000311	 1047332
3663	 0.000311	 1047618
3664	 0.000312	 1047904
3665	 0.000311	 1048190
3666	 0.000312	 1048476
3667	 0.000312	 1045095
3668	 0.000311	 1045380
3669	 0.000310	 1045665
3670	 0.000311	 1045950
3671	 0.000323	 1046235
3672	 0.000311	 1046520
3673	 0.000311	 1046805
3674	 0.000311	 1047090
3675	 0.000311	 1047375
3676	 0.000311	 1047660
3677	 0.000311	 1047945
3678	 0.000312	 1048230
3679	 0.000311	 1048515
3680	 0.000313	 1045120
3681	 0.000311	 1045404
3682	 0.000310	 1045688
3683	 0.000310	 1045972
3684	 0.000311	 1046256
3685	 0.000311	 1046540
3686	 0.000311	 1046824
3687	 0.000311	 1047108
3688	 0.000311	 1047392
3689	 0.000311	 1047676
3690	 0.000312	 1047960
3691	 0.000311	 1048244
3692	 0.000311	 1048528
3693	 0.000313	 1045119
3694	 0.000310	 1045402
3695	 0.000310	 1045685
3696	 0.000311	 1045968
3697	 0.000311	 1046251
3698	 0.000311	 1046534
3699	 0.000311	 1046817
3700	 0.000311	 1047100
3701	 0.000311	 1047383
3702	 0.000311	 1047666
3703	 0.000311	 1047949
3704	 0.000312	 1048232
3705	 0.000311	 1048515
3706	 0.000313	 1045092
3707	 0.000310	 1045374
3708	 0.000311	 1045656
3709	 0.000311	 1045938
3710	 0.000311	 1046220
3711	 0.000311	 1046502
3712	 0.000311	 1046784
3713	 0.000311	 1047066
3714	 0.000312	 1047348
3715	 0.000311	 1047630
3716	 0.000311	 1047912
3717	 0.000311	 1048194
3718	 0.000312	 1048476
3719	 0.000312	 1045039
3720	 0.000310	 1045320
3721	 0.000311	 1045601
3722	 0.000310	 1045882
3723	 0.000311	 1046163
3724	 0.000311	 1046444
3725	 0.000311	 1046725
3726	 0.000324	 1047006
3727	 0.000311	 1047287
3728	 0.000311	 1047568
3729	 0.000311	 1047849
3730	 0.000312	 1048130
3731	 0.000316	 1048411
3732	 0.000477	 1044960
3733	 0.000451	 1045240
3734	 0.000311	 1045520
3735	 0.000310	 1045800
3736	 0.000311	 1046080
3737	 0.000311	 1046360
3738	 0.000311	 1046640
3739	 0.000355	 1046920
3740	 0.000312	 1047200
3741	 0.000311	 1047480
3742	 0.000311	 1047760
3743	 0.000317	 1048040
3744	 0.000311	 1048320
3745	 0.000310	 1044855
3746	 0.000311	 1045134
3747	 0.000310	 1045413
3748	 0.000311	 1045692
3749	 0.000310	 1045971
3750	 0.000311	 1046250
3751	 0.000311	 1046529
3752	 0.000311	 1046808
3753	 0.000311	 1047087
3754	 0.000311	 1047366
3755	 0.000311	 1047645
3756	 0.000313	 1047924
3757	 0.000312	 1048203
3758	 0.000311	 1048482
3759	 0.000310	 1045002
3760	 0.000311	 1045280
3761	 0.000310	 1045558
3762	 0.000311	 1045836
3763	 0.000311	 1046114
3764	 0.000311	 1046392
3765	 0.000311	 1046670
3766	 0.000311	 1046948
3767	 0.000311	 1047226
3768	 0.000311	 1047504
3769	 0.000314	 1047782
3770	 0.000311	 1048060
3771	 0.000311	 1048338
3772	 0.000311	 1044844
3773	 0.000310	 1045121
3774	 0.000310	 1045398
3775	 0.000311	 1045675
3776	 0.000311	 1045952
3777	 0.000311	 1046229
3778	 0.000310	 1046506
3779	 0.000328	 1046783
3780	 0.000311	 1047060
3781	 0.000314	 1047337
3782	 0.000311	 1047614
3783	 0.000311	 1047891
3784	 0.000312	 1048168
3785	 0.000311	 1048445
3786	 0.000310	 1044936
3787	 0.000311	 1045212
3788	 0.000310	 1045488
3789	 0.000311	 1045764
3790	 0.000311	 1046040
3791	 0.000310	 1046316
3792	 0.000317	 1046592
3793	 0.000310	 1046868
3794	 0.000314	 1047144
3795	 0.000311	 1047420
3796	 0.000311	 1047696
3797	 0.000311	 1047972
3798	 0.000312	 1048248
3799	 0.000312	 1048524
3800	 0.000310	 1045000
3801	 0.000311	 1045275
3802	 0.000310	 1045550
3803	 0.000311	 1045825
3804	 0.000311	 1046100
3805	 0.000310	 1046375
3806	 0.000311	 1046650
3807	 0.000314	 1046925
3808	 0.000311	 1047200
3809	 0.000311	 1047475
3810	 0.000311	 1047750
3811	 0.000311	 1048025
3812	 0.000312	 1048300
3813	 0.000311	 1048575
3814	 0.000310	 1045036
3815	 0.000311	 1045310
3816	 0.000310	 1045584
3817	 0.000311	 1045858
3818	 0.000311	 1046132
3819	 0.000310	 1046406
3820	 0.000313	 1046680
3821	 0.000311	 1046954
3822	 0.000311	 1047228
3823	 0.000311	 1047502
3824	 0.000311	 1047776
3825	 0.000312	 1048050
3826	 0.000311	 1048324
3827	 0.000310	 1044771
3828	 0.000311	 1045044
3829	 0.000310	 1045317
3830	 0.000311	 1045590
3831	 0.000323	 1045863
3832	 0.000311	 1046136
3833	 0.000313	 1046409
3834	 0.000311	 1046682
3835	 0.000311	 1046955
3836	 0.000311	 1047228
3837	 0.000311	 1047501
3838	 0.000312	 1047774
3839	 0.000311	 1048047
3840	 0.000311	 1048320
3841	 0.000310	 1044752
3842	 0.000311	 1045024
3843	 0.000310	 1045296
3844	 0.000310	 1045568
3845	 0.000313	 1045840
3846	 0.000318	 1046112
3847	 0.000310	 1046384
3848	 0.000311	 1046656
3849	 0.000311	 1046928
3850	 0.000311	 1047200
3851	 0.000311	 1047472
3852	 0.000311	 1047744
3853	 0.000311	 1048016
3854	 0.000311	 1048288
3855	 0.000312	 1048560
3856	 0.000310	 1044976
3857	 0.000310	 1045247
3858	 0.000313	 1045518
3859	 0.000311	 1045789
3860	 0.000310	 1046060
3861	 0.000311	 1046331
3862	 0.000311	 1046602
3863	 0.000311	 1046873
3864	 0.000311	 1047144
3865	 0.000311	 1047415
3866	 0.000311	 1047686
3867	 0.000312	 1047957
3868	 0.000311	 1048228
3869	 0.000312	 1048499
3870	 0.000310	 1044900
3871	 0.000313	 1045170
3872	 0.000311	 1045440
3873	 0.000311	 1045710
3874	 0.000311	 1045980
3875	 0.000310	 1046250
3876	 0.000311	 1046520
3877	 0.000311	 1046790
3878	 0.000311	 1047060
3879	 0.000311	 1047330
3880	 0.000311	 1047600
3881	 0.000312	 1047870
3882	 0.000312	 1048140
3883	 0.000311	 1048410
3884	 0.000313	 1044796
3885	 0.000310	 1045065
3886	 0.000323	 1045334
3887	 0.000311	 1045603
3888	 0.000310	 1045872
3889	 0.000311	 1046141
3890	 0.000311	 1046410
3891	 0.000311	 1046679
3892	 0.000311	 1046948
3893	 0.000311	 1047217
3894	 0.000311	 1047486
3895	 0.000311	 1047755
3896	 0.000312	 1048024
3897	 0.000314	 1048293
3898	 0.000311	 1048562
3899	 0.000310	 1044932
3900	 0.000311	 1045200
3901	 0.000310	 1045468
3902	 0.000311	 1045736
3903	 0.000310	 1046004
3904	 0.000311	 1046272
3905	 0.000311	 1046540
3906	 0.000311	 1046808
3907	 0.000311	 1047076
3908	 0.000312	 1047344
3909	 0.000313	 1047612
3910	 0.000311	 1047880
3911	 0.000311	 1048148
3912	 0.000312	 1048416
3913	 0.000310	 1044771
3914	 0.000310	 1045038
3915	 0.000311	 1045305
3916	 0.000310	 1045572
3917	 0.000311	 1045839
3918	 0.000311	 1046106
3919	 0.000310	 1046373
3920	 0.000311	 1046640
3921	 0.000311	 1046907
3922	 0.000313	 1047174
3923	 0.000311	 1047441
3924	 0.000311	 1047708
3925	 0.000312	 1047975
3926	 0.000311	 1048242
3927	 0.000311	 1048509
3928	 0.000310	 1044848
3929	 0.000311	 1045114
3930	 0.000310	 1045380
3931	 0.000311	 1045646
3932	 0.000311	 1045912
3933	 0.000311	 1046178
3934	 0.000311	 1046444
3935	 0.000313	 1046710
3936	 0.000311	 1046976
3937	 0.000326	 1047242
3938	 0.000311	 1047508
3939	 0.000311	 1047774
3940	 0.000311	 1048040
3941	 0.000312	 1048306
3942	 0.000311	 1048572
3943	 0.000310	 1044895
3944	 0.000310	 1045160
3945	 0.000311	 1045425
3946	 0.000311	 1045690
3947	 0.000311	 1045955
3948	 0.000314	 1046220
3949	 0.000311	 1046485
3950	 0.000311	 1046750
3951	 0.000311	 1047015
3952	 0.000311	 1047280
3953	 0.000311	 1047545
3954	 0.000312	 1047810
3955	 0.000312	 1048075
3956	 0.000311	 1048340
3957	 0.000310	 1044648
3958	 0.000311	 1044912
3959	 0.000310	 1045176
3960	 0.000311	 1045440
3961	 0.000312	 1045704
3962	 0.000311	 1045968
3963	 0.000310	 1046232
3964	 0.000311	 1046496
3965	 0.000311	 1046760
3966	 0.000311	 1047024
3967	 0.000311	 1047288
3968	 0.000311	 1047552
3969	 0.000311	 1047816
3970	 0.000311	 1048080
3971	 0.000311	 1048344
3972	 0.000311	 1044636
3973	 0.000313	 1044899
3974	 0.000310	 1045162
3975	 0.000310	 1045425
3976	 0.000311	 1045688
3977	 0.000310	 1045951
3978	 0.000311	 1046214
3979	 0.000311	 1046477
3980	 0.000310	 1046740
3981	 0.000311	 1047003
3982	 0.000311	 1047266
3983	 0.000311	 1047529
3984	 0.000311	 1047792
3985	 0.000311	 1048055
3986	 0.000325	 1048318
3987	 0.000310	 1044594
3988	 0.000310	 1044856
3989	 0.000311	 1045118
3990	 0.000310	 1045380
3991	 0.000311	 1045642
3992	 0.000322	 1045904
3993	 0.000310	 1046166
3994	 0.000311	 1046428
3995	 0.000311	 1046690
3996	 0.000311	 1046952
3997	 0.000311	 1047214
3998	 0.000311	 1047476
3999	 0.000314	 1047738
4000	 0.000311	 1048000
4001	 0.000312	 1048262
4002	 0.000311	 1048524
4003	 0.000310	 1044783
4004	 0.000310	 1045044
4005	 0.000311	 1045305
4006	 0.000310	 1045566
4007	 0.000311	 1045827
4008	 0.000311	 1046088
4009	 0.000310	 1046349
4010	 0.000311	 1046610
4011	 0.000311	 1046871
4012	 0.000313	 1047132
4013	 0.000311	 1047393
4014	 0.000311	 1047654
4015	 0.000311	 1047915
4016	 0.000311	 1048176
4017	 0.000311	 1048437
4018	 0.000311	 1044680
4019	 0.000311	 1044940
4020	 0.000310	 1045200
4021	 0.000310	 1045460
4022	 0.000311	 1045720
4023	 0.000310	 1045980
4024	 0.000311	 1046240
4025	 0.000313	 1046500
4026	 0.000311	 1046760
4027	 0.000311	 1047020
4028	 0.000310	 1047280
4029	 0.000311	 1047540
4030	 0.000312	 1047800
4031	 0.000312	 1048060
4032	 0.000311	 1048320
4033	 0.000310	 1044547
4034	 0.000310	 1044806
4035	 0.000311	 1045065
4036	 0.000310	 1045324
4037	 0.000311	 1045583
4038	 0.000313	 1045842
4039	 0.000311	 1046101
4040	 0.000310	 1046360
4041	 0.000311	 1046619
4042	 0.000311	 1046878
4043	 0.000322	 1047137
4044	 0.000311	 1047396
4045	 0.000311	 1047655
4046	 0.000311	 1047914
4047	 0.000312	 1048173
4048	 0.000311	 1048432
4049	 0.000310	 1044642
4050	 0.000313	 1044900
4051	 0.000310	 1045158
4052	 0.000310	 1045416
4053	 0.000311	 1045674
4054	 0.000310	 1045932
4055	 0.000311	 1046190
4056	 0.000311	 1046448
4057	 0.000310	 1046706
4058	 0.000311	 1046964
4059	 0.000311	 1047222
4060	 0.000311	 1047480
4061	 0.000311	 1047738
4062	 0.000311	 1047996
4063	 0.000314	 1048254
4064	 0.000311	 1048512
4065	 0.000310	 1044705
4066	 0.000310	 1044962
